model,model_family,dataset,attack,range_name,start_qf,end_qf,schedule,generations,qfs,clean_accuracy,clean_correct,no_defense_asr,no_defense_successes,asr,ci_low,ci_high,successes,total
robustbench_wong2020fast,robustbench_cifar,cifar10,pgd,R3,90,60,geometric,5,"90,86,80,72,60",0.859375,220,0.4727272727272727,104,0.509090909090909,0.4434445518820377,0.5744252387325961,112,220
robustbench_wong2020fast,robustbench_cifar,cifar10,pgd,R3,90,60,arithmetic,3,"90,75,60",0.859375,220,0.4727272727272727,104,0.45,0.3856797699680784,0.5160363816514351,99,220
robustbench_wong2020fast,robustbench_cifar,cifar10,pgd,R3,90,60,arithmetic,5,"90,83,75,68,60",0.859375,220,0.4727272727272727,104,0.5,0.4344990149021872,0.5655009850978129,110,220
robustbench_wong2020fast,robustbench_cifar,cifar10,pgd,R3,90,60,fixed,3,"75,75,75",0.859375,220,0.4727272727272727,104,0.4545454545454545,0.3900911009687571,0.5205599459580732,100,220
robustbench_wong2020fast,robustbench_cifar,cifar10,pgd,R3,90,60,fixed,5,"75,75,75,75,75",0.859375,220,0.4727272727272727,104,0.4545454545454545,0.3900911009687571,0.5205599459580732,100,220
robustbench_wong2020fast,robustbench_cifar,cifar10,pgd,R3,90,60,front_loaded,3,"60,80,90",0.859375,220,0.4727272727272727,104,0.4545454545454545,0.3900911009687571,0.5205599459580732,100,220
robustbench_wong2020fast,robustbench_cifar,cifar10,pgd,R3,90,60,front_loaded,5,"60,72,80,86,90",0.859375,220,0.4727272727272727,104,0.4318181818181818,0.3680886055734475,0.4978879648167981,95,220
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R1,75,50,geometric,3,"75,65,50",0.90625,232,0.4353448275862069,101,0.4137931034482758,0.3523243762556076,0.4780701599721755,96,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R1,75,50,geometric,5,"75,70,65,58,50",0.90625,232,0.4353448275862069,101,0.4137931034482758,0.3523243762556076,0.4780701599721755,96,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R1,75,50,arithmetic,3,"75,63,50",0.90625,232,0.4353448275862069,101,0.4137931034482758,0.3523243762556076,0.4780701599721755,96,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R1,75,50,arithmetic,5,"75,69,63,56,50",0.90625,232,0.4353448275862069,101,0.418103448275862,0.3564722513446854,0.4824025580717085,97,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R1,75,50,fixed,3,"62,62,62",0.90625,232,0.4353448275862069,101,0.396551724137931,0.3357818848481461,0.4606915586251938,92,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R1,75,50,fixed,5,"62,62,62,62,62",0.90625,232,0.4353448275862069,101,0.396551724137931,0.3357818848481461,0.4606915586251938,92,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R1,75,50,front_loaded,3,"50,65,75",0.90625,232,0.4353448275862069,101,0.3620689655172414,0.302937779466701,0.4256934784977521,84,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R1,75,50,front_loaded,5,"50,58,65,70,75",0.90625,232,0.4353448275862069,101,0.3663793103448275,0.3070253256415104,0.4300862055115534,85,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R2,85,55,geometric,3,"85,74,55",0.90625,232,0.4353448275862069,101,0.4396551724137931,0.3772840838563573,0.5039920915030909,102,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R2,85,55,geometric,5,"85,80,74,66,55",0.90625,232,0.4353448275862069,101,0.4353448275862069,0.3731121176155523,0.4996837845552851,101,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R2,85,55,arithmetic,3,"85,70,55",0.90625,232,0.4353448275862069,101,0.4094827586206896,0.3481813787311242,0.4737328843080481,95,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R2,85,55,arithmetic,5,"85,78,70,63,55",0.90625,232,0.4353448275862069,101,0.4224137931034483,0.3606249825871,0.4867301000179049,98,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R2,85,55,fixed,3,"70,70,70",0.90625,232,0.4353448275862069,101,0.4094827586206896,0.3481813787311242,0.4737328843080481,95,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R2,85,55,fixed,5,"70,70,70,70,70",0.90625,232,0.4353448275862069,101,0.4051724137931034,0.3440432814506954,0.4693907083998659,94,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R2,85,55,front_loaded,3,"55,74,85",0.90625,232,0.4353448275862069,101,0.396551724137931,0.3357818848481461,0.4606915586251938,92,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R2,85,55,front_loaded,5,"55,66,74,80,85",0.90625,232,0.4353448275862069,101,0.3706896551724138,0.3111180756766606,0.4344737286650141,86,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R3,90,60,geometric,3,"90,80,60",0.90625,232,0.4353448275862069,101,0.396551724137931,0.3357818848481461,0.4606915586251938,92,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R3,90,60,geometric,5,"90,86,80,72,60",0.90625,232,0.4353448275862069,101,0.4525862068965517,0.3898285302197098,0.5168884647055708,105,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R3,90,60,arithmetic,3,"90,75,60",0.90625,232,0.4353448275862069,101,0.4094827586206896,0.3481813787311242,0.4737328843080481,95,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R3,90,60,arithmetic,5,"90,83,75,68,60",0.90625,232,0.4353448275862069,101,0.4568965517241379,0.3940194843271005,0.5211777837867911,106,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R3,90,60,fixed,3,"75,75,75",0.90625,232,0.4353448275862069,101,0.4137931034482758,0.3523243762556076,0.4780701599721755,96,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R3,90,60,fixed,5,"75,75,75,75,75",0.90625,232,0.4353448275862069,101,0.4137931034482758,0.3523243762556076,0.4780701599721755,96,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R3,90,60,front_loaded,3,"60,80,90",0.90625,232,0.4353448275862069,101,0.3879310344827586,0.3275403943429218,0.4519725027531963,90,232
robustbench_engstrom2019,robustbench_cifar,cifar10,pgd,R3,90,60,front_loaded,5,"60,72,80,86,90",0.90625,232,0.4353448275862069,101,0.3793103448275862,0.3193190400887807,0.4432333106301157,88,232
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R1,75,50,geometric,3,"75,65,50",0.8671875,222,0.3198198198198198,71,0.3648648648648648,0.3043379133825835,0.4299889887136487,81,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R1,75,50,geometric,5,"75,70,65,58,50",0.8671875,222,0.3198198198198198,71,0.3828828828828828,0.3214475285244011,0.4483024532923333,85,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R1,75,50,arithmetic,3,"75,63,50",0.8671875,222,0.3198198198198198,71,0.3828828828828828,0.3214475285244011,0.4483024532923333,85,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R1,75,50,arithmetic,5,"75,69,63,56,50",0.8671875,222,0.3198198198198198,71,0.3783783783783784,0.3171615462032416,0.4437326656833673,84,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R1,75,50,fixed,3,"62,62,62",0.8671875,222,0.3198198198198198,71,0.3198198198198198,0.2619784077201906,0.3837907950747856,71,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R1,75,50,fixed,5,"62,62,62,62,62",0.8671875,222,0.3198198198198198,71,0.3198198198198198,0.2619784077201906,0.3837907950747856,71,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R1,75,50,front_loaded,3,"50,65,75",0.8671875,222,0.3198198198198198,71,0.3288288288288288,0.2704012371691874,0.39307950548604,73,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R1,75,50,front_loaded,5,"50,58,65,70,75",0.8671875,222,0.3198198198198198,71,0.3333333333333333,0.2746220617124287,0.3977144508729242,74,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R2,85,55,geometric,3,"85,74,55",0.8671875,222,0.3198198198198198,71,0.4054054054054054,0.3429615494937575,0.471067281973605,90,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R2,85,55,geometric,5,"85,80,74,66,55",0.8671875,222,0.3198198198198198,71,0.3873873873873873,0.325739164745835,0.4528665870010251,86,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R2,85,55,arithmetic,3,"85,70,55",0.8671875,222,0.3198198198198198,71,0.3873873873873873,0.325739164745835,0.4528665870010251,86,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R2,85,55,arithmetic,5,"85,78,70,63,55",0.8671875,222,0.3198198198198198,71,0.4009009009009009,0.338647642869622,0.4665254186676149,89,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R2,85,55,fixed,3,"70,70,70",0.8671875,222,0.3198198198198198,71,0.3423423423423423,0.2830822158821447,0.4069658365634594,76,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R2,85,55,fixed,5,"70,70,70,70,70",0.8671875,222,0.3198198198198198,71,0.3423423423423423,0.2830822158821447,0.4069658365634594,76,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R2,85,55,front_loaded,3,"55,74,85",0.8671875,222,0.3198198198198198,71,0.3423423423423423,0.2830822158821447,0.4069658365634594,76,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R2,85,55,front_loaded,5,"55,66,74,80,85",0.8671875,222,0.3198198198198198,71,0.3558558558558558,0.2958178448873722,0.4207975173486087,79,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R3,90,60,geometric,3,"90,80,60",0.8671875,222,0.3198198198198198,71,0.3963963963963964,0.3343392555451251,0.4619780360619862,88,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R3,90,60,geometric,5,"90,86,80,72,60",0.8671875,222,0.3198198198198198,71,0.4279279279279279,0.3646128982255159,0.4936947828924745,95,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R3,90,60,arithmetic,3,"90,75,60",0.8671875,222,0.3198198198198198,71,0.3333333333333333,0.2746220617124287,0.3977144508729242,74,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R3,90,60,arithmetic,5,"90,83,75,68,60",0.8671875,222,0.3198198198198198,71,0.4324324324324324,0.3689593580728268,0.4982040929752892,96,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R3,90,60,fixed,3,"75,75,75",0.8671875,222,0.3198198198198198,71,0.3378378378378378,0.2788490746853055,0.4023432078301731,75,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R3,90,60,fixed,5,"75,75,75,75,75",0.8671875,222,0.3198198198198198,71,0.3378378378378378,0.2788490746853055,0.4023432078301731,75,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R3,90,60,front_loaded,3,"60,80,90",0.8671875,222,0.3198198198198198,71,0.3333333333333333,0.2746220617124287,0.3977144508729242,74,222
robustbench_rice2020,robustbench_cifar,cifar10,pgd,R3,90,60,front_loaded,5,"60,72,80,86,90",0.8671875,222,0.3198198198198198,71,0.3603603603603603,0.3000749471102638,0.4253961850558427,80,222
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R1,75,50,geometric,3,"75,65,50",0.875,56,0.7142857142857143,40,0.5892857142857143,0.4587759684643971,0.708332257121538,33,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R1,75,50,geometric,5,"75,70,65,58,50",0.875,56,0.7142857142857143,40,0.5892857142857143,0.4587759684643971,0.708332257121538,33,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R1,75,50,arithmetic,3,"75,63,50",0.875,56,0.7142857142857143,40,0.5535714285714286,0.4241321478993947,0.6761327874521664,31,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R1,75,50,arithmetic,5,"75,69,63,56,50",0.875,56,0.7142857142857143,40,0.5892857142857143,0.4587759684643971,0.708332257121538,33,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R1,75,50,fixed,3,"62,62,62",0.875,56,0.7142857142857143,40,0.625,0.4940536590850181,0.7398978567352911,35,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R1,75,50,fixed,5,"62,62,62,62,62",0.875,56,0.7142857142857143,40,0.625,0.4940536590850181,0.7398978567352911,35,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R1,75,50,front_loaded,3,"50,65,75",0.875,56,0.7142857142857143,40,0.5892857142857143,0.4587759684643971,0.708332257121538,33,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R1,75,50,front_loaded,5,"50,58,65,70,75",0.875,56,0.7142857142857143,40,0.6071428571428571,0.4763340280042271,0.7241958426988949,34,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R2,85,55,geometric,3,"85,74,55",0.875,56,0.7142857142857143,40,0.5714285714285714,0.4413762073081304,0.6923103731606176,32,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R2,85,55,geometric,5,"85,80,74,66,55",0.875,56,0.7142857142857143,40,0.5714285714285714,0.4413762073081304,0.6923103731606176,32,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R2,85,55,arithmetic,3,"85,70,55",0.875,56,0.7142857142857143,40,0.5714285714285714,0.4413762073081304,0.6923103731606176,32,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R2,85,55,arithmetic,5,"85,78,70,63,55",0.875,56,0.7142857142857143,40,0.625,0.4940536590850181,0.7398978567352911,35,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R2,85,55,fixed,3,"70,70,70",0.875,56,0.7142857142857143,40,0.625,0.4940536590850181,0.7398978567352911,35,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R2,85,55,fixed,5,"70,70,70,70,70",0.875,56,0.7142857142857143,40,0.625,0.4940536590850181,0.7398978567352911,35,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R2,85,55,front_loaded,3,"55,74,85",0.875,56,0.7142857142857143,40,0.6071428571428571,0.4763340280042271,0.7241958426988949,34,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R2,85,55,front_loaded,5,"55,66,74,80,85",0.875,56,0.7142857142857143,40,0.5892857142857143,0.4587759684643971,0.708332257121538,33,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R3,90,60,geometric,3,"90,80,60",0.875,56,0.7142857142857143,40,0.5714285714285714,0.4413762073081304,0.6923103731606176,32,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R3,90,60,geometric,5,"90,86,80,72,60",0.875,56,0.7142857142857143,40,0.5535714285714286,0.4241321478993947,0.6761327874521664,31,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R3,90,60,arithmetic,3,"90,75,60",0.875,56,0.7142857142857143,40,0.5892857142857143,0.4587759684643971,0.708332257121538,33,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R3,90,60,arithmetic,5,"90,83,75,68,60",0.875,56,0.7142857142857143,40,0.5535714285714286,0.4241321478993947,0.6761327874521664,31,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R3,90,60,fixed,3,"75,75,75",0.875,56,0.7142857142857143,40,0.5892857142857143,0.4587759684643971,0.708332257121538,33,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R3,90,60,fixed,5,"75,75,75,75,75",0.875,56,0.7142857142857143,40,0.5892857142857143,0.4587759684643971,0.708332257121538,33,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R3,90,60,front_loaded,3,"60,80,90",0.875,56,0.7142857142857143,40,0.6071428571428571,0.4763340280042271,0.7241958426988949,34,56
imagenet_vit_b_16,torchvision_imagenet,imagenet,fgsm,R3,90,60,front_loaded,5,"60,72,80,86,90",0.875,56,0.7142857142857143,40,0.5892857142857143,0.4587759684643971,0.708332257121538,33,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R1,75,50,geometric,3,"75,65,50",0.875,56,0.7142857142857143,40,0.5,0.3733173880136234,0.6266826119863765,28,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R1,75,50,geometric,5,"75,70,65,58,50",0.875,56,0.7142857142857143,40,0.5178571428571429,0.3901038392417699,0.6433178058754172,29,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R1,75,50,arithmetic,3,"75,63,50",0.875,56,0.7142857142857143,40,0.5357142857142857,0.4070418193566117,0.6598014708777622,30,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R1,75,50,arithmetic,5,"75,69,63,56,50",0.875,56,0.7142857142857143,40,0.5357142857142857,0.4070418193566117,0.6598014708777622,30,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R1,75,50,fixed,3,"62,62,62",0.875,56,0.7142857142857143,40,0.5,0.3733173880136234,0.6266826119863765,28,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R1,75,50,fixed,5,"62,62,62,62,62",0.875,56,0.7142857142857143,40,0.5,0.3733173880136234,0.6266826119863765,28,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R1,75,50,front_loaded,3,"50,65,75",0.875,56,0.7142857142857143,40,0.4642857142857143,0.3401985291222377,0.5929581806433882,26,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R1,75,50,front_loaded,5,"50,58,65,70,75",0.875,56,0.7142857142857143,40,0.4285714285714285,0.3076896268393823,0.5586237926918695,24,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R2,85,55,geometric,3,"85,74,55",0.875,56,0.7142857142857143,40,0.5178571428571429,0.3901038392417699,0.6433178058754172,29,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R2,85,55,geometric,5,"85,80,74,66,55",0.875,56,0.7142857142857143,40,0.5178571428571429,0.3901038392417699,0.6433178058754172,29,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R2,85,55,arithmetic,3,"85,70,55",0.875,56,0.7142857142857143,40,0.5178571428571429,0.3901038392417699,0.6433178058754172,29,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R2,85,55,arithmetic,5,"85,78,70,63,55",0.875,56,0.7142857142857143,40,0.5535714285714286,0.4241321478993947,0.6761327874521664,31,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R2,85,55,fixed,3,"70,70,70",0.875,56,0.7142857142857143,40,0.5178571428571429,0.3901038392417699,0.6433178058754172,29,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R2,85,55,fixed,5,"70,70,70,70,70",0.875,56,0.7142857142857143,40,0.5178571428571429,0.3901038392417699,0.6433178058754172,29,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R2,85,55,front_loaded,3,"55,74,85",0.875,56,0.7142857142857143,40,0.5,0.3733173880136234,0.6266826119863765,28,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R2,85,55,front_loaded,5,"55,66,74,80,85",0.875,56,0.7142857142857143,40,0.4464285714285714,0.3238672125478336,0.5758678521006053,25,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R3,90,60,geometric,3,"90,80,60",0.875,56,0.7142857142857143,40,0.4642857142857143,0.3401985291222377,0.5929581806433882,26,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R3,90,60,geometric,5,"90,86,80,72,60",0.875,56,0.7142857142857143,40,0.4642857142857143,0.3401985291222377,0.5929581806433882,26,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R3,90,60,arithmetic,3,"90,75,60",0.875,56,0.7142857142857143,40,0.5357142857142857,0.4070418193566117,0.6598014708777622,30,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R3,90,60,arithmetic,5,"90,83,75,68,60",0.875,56,0.7142857142857143,40,0.4464285714285714,0.3238672125478336,0.5758678521006053,25,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R3,90,60,fixed,3,"75,75,75",0.875,56,0.7142857142857143,40,0.5535714285714286,0.4241321478993947,0.6761327874521664,31,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R3,90,60,fixed,5,"75,75,75,75,75",0.875,56,0.7142857142857143,40,0.5535714285714286,0.4241321478993947,0.6761327874521664,31,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R3,90,60,front_loaded,3,"60,80,90",0.875,56,0.7142857142857143,40,0.5178571428571429,0.3901038392417699,0.6433178058754172,29,56
imagenet_swin_t,torchvision_imagenet,imagenet,fgsm,R3,90,60,front_loaded,5,"60,72,80,86,90",0.875,56,0.7142857142857143,40,0.4821428571428571,0.3566821941245828,0.6098961607582303,27,56
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R1,75,50,geometric,3,"75,65,50",0.828125,53,0.8867924528301887,47,0.8490566037735849,0.7294575072380467,0.9214758214915374,45,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R1,75,50,geometric,5,"75,70,65,58,50",0.828125,53,0.8867924528301887,47,0.8490566037735849,0.7294575072380467,0.9214758214915374,45,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R1,75,50,arithmetic,3,"75,63,50",0.828125,53,0.8867924528301887,47,0.8679245283018868,0.7515974469109509,0.9345214671553675,46,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R1,75,50,arithmetic,5,"75,69,63,56,50",0.828125,53,0.8867924528301887,47,0.8679245283018868,0.7515974469109509,0.9345214671553675,46,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R1,75,50,fixed,3,"62,62,62",0.828125,53,0.8867924528301887,47,0.8867924528301887,0.7742348088800781,0.9470696905229744,47,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R1,75,50,fixed,5,"62,62,62,62,62",0.828125,53,0.8867924528301887,47,0.8867924528301887,0.7742348088800781,0.9470696905229744,47,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R1,75,50,front_loaded,3,"50,65,75",0.828125,53,0.8867924528301887,47,0.7735849056603774,0.6447372974853897,0.8654536898972573,41,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R1,75,50,front_loaded,5,"50,58,65,70,75",0.828125,53,0.8867924528301887,47,0.7924528301886793,0.6654225529835208,0.8799540197358605,42,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R2,85,55,geometric,3,"85,74,55",0.828125,53,0.8867924528301887,47,0.7924528301886793,0.6654225529835208,0.8799540197358605,42,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R2,85,55,geometric,5,"85,80,74,66,55",0.828125,53,0.8867924528301887,47,0.7924528301886793,0.6654225529835208,0.8799540197358605,42,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R2,85,55,arithmetic,3,"85,70,55",0.828125,53,0.8867924528301887,47,0.8301886792452831,0.7077471971890396,0.9080005462038104,44,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R2,85,55,arithmetic,5,"85,78,70,63,55",0.828125,53,0.8867924528301887,47,0.7924528301886793,0.6654225529835208,0.8799540197358605,42,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R2,85,55,fixed,3,"70,70,70",0.828125,53,0.8867924528301887,47,0.8867924528301887,0.7742348088800781,0.9470696905229744,47,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R2,85,55,fixed,5,"70,70,70,70,70",0.828125,53,0.8867924528301887,47,0.8867924528301887,0.7742348088800781,0.9470696905229744,47,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R2,85,55,front_loaded,3,"55,74,85",0.828125,53,0.8867924528301887,47,0.8867924528301887,0.7742348088800781,0.9470696905229744,47,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R2,85,55,front_loaded,5,"55,66,74,80,85",0.828125,53,0.8867924528301887,47,0.7924528301886793,0.6654225529835208,0.8799540197358605,42,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R3,90,60,geometric,3,"90,80,60",0.828125,53,0.8867924528301887,47,0.7735849056603774,0.6447372974853897,0.8654536898972573,41,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R3,90,60,geometric,5,"90,86,80,72,60",0.828125,53,0.8867924528301887,47,0.8301886792452831,0.7077471971890396,0.9080005462038104,44,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R3,90,60,arithmetic,3,"90,75,60",0.828125,53,0.8867924528301887,47,0.8867924528301887,0.7742348088800781,0.9470696905229744,47,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R3,90,60,arithmetic,5,"90,83,75,68,60",0.828125,53,0.8867924528301887,47,0.7924528301886793,0.6654225529835208,0.8799540197358605,42,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R3,90,60,fixed,3,"75,75,75",0.828125,53,0.8867924528301887,47,0.9056603773584906,0.7974627262370373,0.9590273585027496,48,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R3,90,60,fixed,5,"75,75,75,75,75",0.828125,53,0.8867924528301887,47,0.9056603773584906,0.7974627262370373,0.9590273585027496,48,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R3,90,60,front_loaded,3,"60,80,90",0.828125,53,0.8867924528301887,47,0.8867924528301887,0.7742348088800781,0.9470696905229744,47,53
imagenet_deit_tiny,timm_imagenet,imagenet,fgsm,R3,90,60,front_loaded,5,"60,72,80,86,90",0.828125,53,0.8867924528301887,47,0.8113207547169812,0.6864154091329746,0.8941467489231409,43,53
cifar_resnet18,standard_cifar,cifar10,jpeg_aware_pgd,R1,75,50,geometric,3,"75,65,50",0.703125,45,0.7777777777777778,35,0.9555555555555556,0.8517248923056439,0.9877258732932802,43,45
cifar_resnet18,standard_cifar,cifar10,jpeg_aware_pgd,R1,75,50,arithmetic,3,"75,63,50",0.703125,45,0.7777777777777778,35,1.0,0.9213484012671116,1.0,45,45
cifar_resnet18,standard_cifar,cifar10,jpeg_aware_pgd,R1,75,50,fixed,3,"62,62,62",0.703125,45,0.4888888888888889,22,0.7555555555555555,0.6132661994297965,0.8576452056622828,34,45
cifar_resnet18,standard_cifar,cifar10,jpeg_aware_pgd,R1,75,50,front_loaded,3,"50,65,75",0.703125,45,0.6444444444444445,29,1.0,0.9213484012671116,1.0,45,45
cifar_resnet18,standard_cifar,cifar10,jpeg_aware_pgd,R3,90,60,geometric,3,"90,80,60",0.703125,45,0.8222222222222222,37,0.7777777777777778,0.6373070782524372,0.874553144673736,35,45
cifar_resnet18,standard_cifar,cifar10,jpeg_aware_pgd,R3,90,60,arithmetic,3,"90,75,60",0.703125,45,0.8888888888888888,40,0.9555555555555556,0.8517248923056439,0.9877258732932802,43,45
cifar_resnet18,standard_cifar,cifar10,jpeg_aware_pgd,R3,90,60,fixed,3,"75,75,75",0.703125,45,0.5777777777777777,26,0.8666666666666667,0.7382269817382293,0.9374285125243192,39,45
cifar_resnet18,standard_cifar,cifar10,jpeg_aware_pgd,R3,90,60,front_loaded,3,"60,80,90",0.703125,45,0.6,27,0.8444444444444444,0.7121609112760374,0.9225457651524174,38,45
robustbench_wong2020fast,robustbench_cifar,cifar10,jpeg_aware_pgd,R1,75,50,geometric,3,"75,65,50",0.84375,54,0.2592592592592592,14,0.4259259259259259,0.3033182401992927,0.5583726617400994,23,54
robustbench_wong2020fast,robustbench_cifar,cifar10,jpeg_aware_pgd,R1,75,50,arithmetic,3,"75,63,50",0.84375,54,0.2407407407407407,13,0.4444444444444444,0.3200246417222965,0.5762435347322474,24,54
